Game_name,Game_platform,Game_release_date,Game_developer,Game_distribution,Game_genre,Critic_score_0_100,Critic_num_reviews,User_score_0_10,User_num_reviews,Link
Amy,Xbox 360,2012-01-11,VectorCell,Lexis Numerique,Survival,25.0,35.0,3.8,91.0,/game/amy/
Anno: Mutationem,PlayStation 4,2022-03-17,ThinkingStars,Lightning Games,Metroidvania,71.0,11.0,6.7,39.0,/game/anno-mutationem/
Ao International Tennis,PC,2018-05-08,Big Ant Studios,Big Ant Studios,Tennis,50.0,16.0,6.0,65.0,/game/ao-international-tennis/
Ao Tennis 2,Nintendo Switch,2020-02-11,Big Ant Studios,Bigben Interactive,Tennis,69.0,21.0,6.5,51.0,/game/ao-tennis-2/
Apb,PC,2010-06-29,Realtime Worlds,Electronic Arts,MMORPG,58.0,42.0,4.3,81.0,/game/apb/
Apb: Reloaded,PC,2011-12-01,Reloaded Games,GamersFirst,MMORPG,56.0,12.0,5.7,308.0,/game/apb-reloaded/
Ar-K Episode 3: The Great Escape,PC,2015-07-14,Gato Salvaje Studio,Gato Salvaje Studio,Point-and-Click,78.0,9.0,7.6,45.0,/game/ar-k-episode-3-the-great-escape/
Ara: History Untold,PC,,Oxide Games,Xbox Game Studios,4X Strategy,,,,,https://www.metacritic.com/game/ara-history-untold
Ark Ii,PC,,Studio Wildcard,Studio Wildcard,Survival,,,,,https://www.metacritic.com/game/ark-ii
Ark Park,PC,2018-03-22,Snail Games,Studio Wildcard,First-Person Adventure,46.0,11.0,4.6,25.0,/game/ark-park/
Ark: Survival Evolved,PC,2017-08-27,Studio Wildcard,Studio Wildcard,Sandbox,70.0,20.0,6.5,744.0,/game/ark-survival-evolved/
Arms,Nintendo Switch,2017-06-16,Nintendo,Nintendo,3D Fighting,77.0,104.0,7.1,858.0,/game/arms/
Ascii Achievement Mania: Space Shooter,PC,2018-04-18,ASCII Games,DayByDay Studio,Top-Down Shoot-'Em-Up,,,,,https://www.metacritic.com/game/ascii-achievement-mania-space-shooter
Ascii Game Series: Beginning,PC,2018-02-20,ASCII Games,ASCII Games,Arcade,,,,,https://www.metacritic.com/game/ascii-game-series-beginning
Ascii Game Series: Blocks,PC,2018-03-02,ASCII Games,ASCII Games,Stacking Puzzle,,,,,https://www.metacritic.com/game/ascii-game-series-blocks
Ascii Game Series: Maze,PC,2018-04-10,ASCII Games,ASCII Games,Arcade,,,,,https://www.metacritic.com/game/ascii-game-series-maze
Ascii Game Series: Pinball,PC,2018-03-07,ASCII Games,ASCII Games,Pinball,,,,,https://www.metacritic.com/game/ascii-game-series-pinball
Ascii Game Series: Snake,PC,2018-02-27,ASCII Games,ASCII Games,Arcade,,,,,https://www.metacritic.com/game/ascii-game-series-snake
Assassination Box,PC,2018-01-22,VitaliZelenyuk,VitaliZelenyuk,FPS,,,,,https://www.metacritic.com/game/assassination-box
Astlibra Revision,PC,2023-11-16,KEIZO,WhisperGames,Action RPG,79.0,12.0,9.0,,/game/astlibra-revision/
Astroneer,PC,2019-02-06,System Era Softworks,System Era Softworks,Sandbox,71.0,18.0,7.2,238.0,/game/astroneer/
Atom Rpg,iOS (iPhone/iPad),2022-04-06,AtomTeam,Atent Games,Western RPG,70.0,8.0,7.9,180.0,/game/atom-rpg/
Atone: Heart Of The Elder Tree,PC,2023-01-27,Wildboy Studios,Untold Tales,Action Adventure,76.0,8.0,,,/game/atone-heart-of-the-elder-tree/
Atv Offroad Fury,PlayStation 2,2001-02-05,Rainbow Studios,SCEA,Auto Racing Sim,82.0,16.0,8.0,25.0,/game/atv-offroad-fury/
Atv Offroad Fury 2,PlayStation 2,2002-11-09,Rainbow Studios,SCEA,Auto Racing Sim,82.0,26.0,8.0,24.0,/game/atv-offroad-fury-2/
Atv Offroad Fury 3,PlayStation 2,2004-11-02,Climax Studios,SCEA,Auto Racing Sim,78.0,37.0,6.5,11.0,/game/atv-offroad-fury-3/
Atv Offroad Fury 4,PlayStation 2,2006-10-31,Climax Studios,SCEA,Auto Racing Sim,77.0,36.0,8.0,21.0,/game/atv-offroad-fury-4/
Atv Offroad Fury Pro,PSP,2006-10-26,Climax Studios,SCEA,Auto Racing Sim,76.0,32.0,7.0,5.0,/game/atv-offroad-fury-pro/
Atv Offroad Fury: Blazin' Trails,PSP,2005-04-19,Climax Studios,SCEA,Auto Racing Sim,63.0,32.0,6.0,,/game/atv-offroad-fury-blazin-trails/
Atv Quad Power Racing 2,PlayStation 2,2003-01-14,Climax Studios,Acclaim,Auto Racing Sim,68.0,19.0,,,/game/atv-quad-power-racing-2/
Atv: Quad Power Racing,PlayStation,2000-08-29,Climax Studios,Acclaim,Auto Racing Sim,42.0,9.0,,,/game/atv-quad-power-racing/
Avicii Invector,PC,2019-12-10,Wired Productions,Wired Productions,Rhythm,80.0,15.0,7.1,26.0,/game/avicii-invector/
Avicii Invector Encore Edition,Nintendo Switch,2020-09-08,Wired Productions,Wired Productions,Rhythm,81.0,11.0,8.0,8.0,/game/avicii-invector-encore-edition/
Away: The Survival Series,PC,2021-09-28,Breaking Walls,Breaking Walls,Open-World Action,54.0,8.0,6.3,16.0,/game/away-the-survival-series/
Aaaaaaaaaaaaaaaaaaaaaaaaa!!! For The Awesome,PC,2011-11-23,Dejobaan Games,Dejobaan Games,3D Platformer,6.5,27.0,,,https://www.metacritic.com/game/aaaaaaaaaaaaaaaaaaaaaaaaa-for-the-awesome
Aaaaaaaaaaaaaaaaaaaaaaaaa!!!: A Reckless Disregard For Gravity,PC,2009-09-03,Dejobaan Games,Dejobaan Games,3D Platformer,81.0,15.0,6.0,57.0,/game/aaaaaaaaaaaaaaaaaaaaaaaaa-a-reckless-disregard-for/
Aabs Animals,PlayStation Vita,2013-12-17,Aabs,Aabs,Virtual Pet,,,,,https://www.metacritic.com/game/aabs-animals
Aaero,PlayStation 4,2017-04-11,Mad Fellows Ltd,Mad Fellows Ltd,Rail Shooter,80.0,13.0,7.0,19.0,/game/aaero/
Aaero: Complete Edition,Nintendo Switch,2018-12-24,Mad Fellows Ltd,Mad Fellows Ltd,Rail Shooter,80.0,7.0,8.0,7.0,/game/aaero-complete-edition/
Aarklash: Legacy,PC,2013-09-12,Cyanide,Cyanide,Real-Time Tactics,72.0,13.0,7.7,112.0,/game/aarklash-legacy/
Aaru'S Awakening,PC,2015-02-23,Lumenox ehf,Lumenox ehf,2D Platformer,59.0,18.0,2.8,116.0,/game/aarus-awakening/
Abermore,PC,2022-03-29,Four Circle Interactive,Fireshine Games,Action Adventure,39.0,7.0,,,/game/abermore/
Absolute Drift,PC,2020-12-03,Funselektor Labs Inc.,Funselektor Labs Inc.,Auto Racing,70.0,10.0,4.9,7.0,/game/absolute-drift/
Absolute Zero,PC,,Giggle Horse Games,Giggle Horse Games,Adventure,,,,,https://www.metacritic.com/game/absolute-zero
Absolutely Unstoppable Minerun,Wii U,2017-04-27,Shy Egg,Shy Egg,2D Platformer,,,,,https://www.metacritic.com/game/absolutely-unstoppable-minerun
Absolver,PC,2017-08-29,Sloclap,Devolver Digital,Action RPG,75.0,47.0,6.0,105.0,/game/absolver/
Abuse,PC,1996-02-29,Crack dot Com,Electronic Arts,Action,7.6,21.0,,,https://www.metacritic.com/game/abuse
Abyss (2012),DS,2014-05-01,EnjoyUp Games,EnjoyUp Games,2D Platformer,59.0,7.0,6.5,12.0,/game/abyss-2012/
Abyss Odyssey,PlayStation 3,2014-07-15,ACE Team,Atlus,Linear Action Adventure,69.0,26.0,7.4,81.0,/game/abyss-odyssey/
Academy Of Champions: Soccer,Wii,2009-11-03,Ubisoft Vancouver,Ubisoft,Soccer,64.0,20.0,,,/game/academy-of-champions-soccer/
Accel World Vs. Sword Art Online: Millennium Twilight,PC,2017-07-07,Artdink,Bandai Namco Games,Action RPG,64.0,27.0,6.0,21.0,/game/accel-world-vs-sword-art-online-millennium/
Acceleration Of Suguri X-Edition,PlayStation 3,2011-02-15,Rockin' Android,Sony Online Entertainment,2D Fighting,61.0,10.0,5.5,13.0,/game/acceleration-of-suguri-x-edition/
Ace Angler: Fishing Spirits,Nintendo Switch,2022-10-28,Racjin,Bandai Namco Games,Fishing,65.0,7.0,,,/game/ace-angler-fishing-spirits/
Ace Banana,PlayStation 4,2016-10-13,TVR,Oasis Games,Action,40.0,18.0,4.2,18.0,/game/ace-banana/
Ace Combat 04: Shattered Skies,PlayStation 2,2001-11-01,Project Aces,Namco,Aircraft Combat Sim,89.0,22.0,8.4,109.0,/game/ace-combat-04-shattered-skies/
Ace Combat 2,PlayStation,1997-07-31,Namco,Namco,Aircraft Combat Sim,83.0,10.0,8.7,57.0,/game/ace-combat-2/
Ace Combat 5: The Unsung War,PlayStation 2,2004-10-25,Project Aces,Namco,Aircraft Combat Sim,84.0,57.0,9.0,127.0,/game/ace-combat-5-the-unsung-war/
Ace Combat 6: Fires Of Liberation,Xbox 360,2007-10-23,Project Aces,Namco Bandai Games,Aircraft Combat Sim,80.0,54.0,7.4,73.0,/game/ace-combat-6-fires-of-liberation/
Ace Combat 7: Skies Unknown,PlayStation 4,2019-01-18,Project Aces,Bandai Namco Games,Aircraft Combat Sim,80.0,71.0,7.9,436.0,/game/ace-combat-7-skies-unknown/
Ace Combat Advance,Game Boy Advance,2005-02-23,Human Soft,Namco,Top-Down Shoot-'Em-Up,56.0,13.0,,,/game/ace-combat-advance/
Ace Combat Assault Horizon: Enhanced Edition,PC,2013-01-24,QLOC,Namco Bandai Games,Aircraft Combat Sim,77.0,14.0,5.9,191.0,/game/ace-combat-assault-horizon-enhanced-edition/
Ace Combat Infinity,PlayStation 3,2014-05-27,Project Aces,Namco Bandai Games,Aircraft Combat Sim,54.0,14.0,5.7,69.0,/game/ace-combat-infinity/
Ace Combat X: Skies Of Deception,PSP,2006-10-23,Project Aces,Namco Bandai Games,Aircraft Combat Sim,75.0,26.0,8.0,37.0,/game/ace-combat-x-skies-of-deception/
Ace Combat Zero: The Belkan War,PlayStation 2,2006-04-25,Project Aces,Namco,Aircraft Combat Sim,75.0,45.0,8.9,53.0,/game/ace-combat-zero-the-belkan-war/
Ace Combat: Assault Horizon,Xbox 360,2011-10-11,Project Aces,Namco Bandai Games,Aircraft Combat Sim,78.0,71.0,6.1,95.0,/game/ace-combat-assault-horizon/
Ace Combat: Assault Horizon Legacy,3DS,2011-11-15,Project Aces,Namco Bandai Games,Aircraft Combat Sim,71.0,37.0,7.4,32.0,/game/ace-combat-assault-horizon-legacy/
Ace Combat: Assault Horizon Legacy+,3DS,2015-02-10,Project Aces,Bandai Namco Games,Aircraft Combat Sim,63.0,31.0,5.9,17.0,/game/ace-combat-assault-horizon-legacy-plus/
Ace Combat: Joint Assault,PSP,2010-08-31,Project Aces,Namco Bandai Games,Aircraft Combat Sim,71.0,30.0,7.1,23.0,/game/ace-combat-joint-assault/
Ace Of Spades: Battle Builder,PC,2012-12-12,Jagex Games Studio,Jagex Games Studio,Action,49.0,13.0,5.2,498.0,/game/ace-of-spades-battle-builder/
Aces Of The Galaxy,Xbox 360,2008-06-04,Artech Studios,Sierra Online,Third Person Shooter,71.0,27.0,5.8,8.0,/game/aces-of-the-galaxy/
Aces Of The Luftwaffe: Squadron,Nintendo Switch,2017-11-17,HandyGames,HandyGames,Vertical Shoot-'Em-Up,71.0,7.0,6.6,10.0,/game/aces-of-the-luftwaffe-squadron/
Achilles: Legends Untold,PC,2023-11-02,Dark Point Games,Dark Point Games,Action RPG,67.0,12.0,6.5,18.0,/game/achilles-legends-untold/
Achron,PC,2011-08-29,Hazardous Software,Hazardous Software,Real-Time Strategy,54.0,11.0,7.3,19.0,/game/achron/
Achtung! Cthulhu Tactics,PlayStation 4,2018-10-04,Auroch Digital,Ripstone,Turn-Based Tactics,56.0,13.0,6.0,6.0,/game/achtung-cthulhu-tactics/
Act Of Aggression,PC,2015-09-02,Eugen Systems,Focus Home Interactive,Real-Time Strategy,71.0,37.0,7.1,98.0,/game/act-of-aggression/
Act Of War: Direct Action,PC,2005-03-15,Eugen Systems,Atari SA,Real-Time Strategy,82.0,43.0,8.1,49.0,/game/act-of-war-direct-action/
Act Of War: High Treason,PC,2006-05-30,Eugen Systems,Atari SA,Real-Time Strategy,74.0,8.0,6.7,21.0,/game/act-of-war-high-treason/
Actraiser Renaissance,Nintendo Switch,2021-09-23,Sonic Powered,Square Enix,Action Adventure,74.0,19.0,7.8,27.0,/game/actraiser-renaissance/
Action Bass,PlayStation,2000-07-14,Vingt-et-un Systems,Take-Two Interactive,Fishing,51.0,8.0,,,/game/action-bass/
Action Henk,PC,2016-03-04,RageSquid,RageSquid,2D Platformer,72.0,14.0,,,/game/action-henk/
Active Life: Extreme Challenge,Wii,2009-08-11,TOSE,Namco Bandai Games,Sports,56.0,13.0,,,/game/active-life-extreme-challenge/
Active Neurons 3 - Wonders Of The World,PC,2021-02-24,Sometimes You,Sometimes You,Puzzle,,,,,https://www.metacritic.com/game/active-neurons-3-wonders-of-the-world
Active Soccer 2 Dx,iOS (iPhone/iPad),2016-03-30,The Fox Software,The Fox Software,Soccer,53.0,8.0,6.9,15.0,/game/active-soccer-2-dx/
Activision Anthology,PlayStation 2,2002-11-19,Contraband Entertainment,Activision,Compilation,75.0,13.0,7.3,7.0,/game/activision-anthology/
Activision Hits Remixed,PSP,2006-11-08,Digital Eclipse,Activision,Compilation,75.0,10.0,6.6,9.0,/game/activision-hits-remixed/
Actual Sunlight,PC,2015-08-11,WZO Games,WZO Games,Adventure,75.0,10.0,6.3,32.0,/game/actual-sunlight/
Ad Infinitum,PC,2023-09-14,Hekate,Nacon,Survival,68.0,15.0,6.1,15.0,/game/ad-infinitum/
Adam'S Venture Chronicles,PlayStation 3,2014-02-04,Vertigo Games,Playlogic,Action,49.0,8.0,5.7,9.0,/game/adams-venture-chronicles/
Adam'S Venture: Origins,PC,2016-04-01,Engine Software,Soedesco,Linear Action Adventure,53.0,7.0,5.3,47.0,/game/adams-venture-origins/
Adidas Micoach,Xbox 360,2012-07-24,Chromativity,505 Games,Sports,54.0,6.0,5.9,8.0,https://www.metacritic.com/game/micoach
Adios,PC,2021-03-16,Mischief,Mischief,First-Person Adventure,78.0,9.0,6.3,45.0,/game/adios/
Adorables,PC,2014-07-26,White Rabbit Games,White Rabbit Games,Party,6.6,5.0,,,https://www.metacritic.com/game/adorables
Adore,PC,2023-08-03,Cadabra Games,QUByte Interactive,Trainer RPG,66.0,7.0,,,/game/adore/
Adrenalin Misfits,Xbox 360,2010-11-04,Konami,Konami,Skiing,50.0,32.0,8.3,,/game/adrenalin-misfits/
Advance Guardian Heroes,Game Boy Advance,2004-09-14,Treasure,Ubisoft,2D Beat-'Em-Up,65.0,25.0,,,/game/advance-guardian-heroes/
Advance Wars,Game Boy Advance,2001-09-09,Intelligent Systems,Nintendo,Turn-Based Tactics,92.0,28.0,8.7,150.0,/game/advance-wars/
Advance Wars 1 + 2: Re-Boot Camp,Nintendo Switch,2023-04-21,WayForward,Nintendo,Turn-Based Tactics,83.0,104.0,8.1,127.0,/game/advance-wars-1-plus-2-re-boot-camp/
Advance Wars 2: Black Hole Rising,Game Boy Advance,2003-06-24,Intelligent Systems,Nintendo,Turn-Based Tactics,89.0,34.0,8.2,86.0,/game/advance-wars-2-black-hole-rising/
Advance Wars: Days Of Ruin,DS,2008-01-21,Intelligent Systems,Nintendo,Turn-Based Tactics,86.0,55.0,8.4,88.0,/game/advance-wars-days-of-ruin/
Advance Wars: Dual Strike,DS,2005-08-22,Intelligent Systems,Nintendo,Turn-Based Tactics,90.0,49.0,8.5,138.0,/game/advance-wars-dual-strike/
Advanced Dungeons & Dragons: Shadow Sorcerer,PC,,U.S. Gold,SSI,RPG,,,,,https://www.metacritic.com/game/shadow-sorcerer
Advent Rising,PC,2005-05-31,GlyphX Games,Majesco,Action Adventure,68.0,50.0,8.0,10.0,/game/advent-rising/
Adventure Island: The Beginning,Wii,2009-05-25,Hudson,Hudson Entertainment,2D Platformer,60.0,9.0,,,/game/adventure-island-the-beginning/
Adventure Pinball: Forgotten Island,PC,2001-03-21,Digital Extremes,Electronic Arts,Pinball,60.0,11.0,7.3,7.0,/game/adventure-pinball-forgotten-island/
Adventure Time: Explore The Dungeon Because I Don'T Know!,Xbox 360,2013-11-19,WayForward,D3Publisher,Action Adventure,40.0,14.0,4.0,20.0,/game/adventure-time-explore-the-dungeon-because-i-don/
Adventure Time: Finn & Jake Investigations,Xbox 360,2015-10-20,Vicious Cycle,Little Orbit,Third-Person Adventure,66.0,9.0,6.0,13.0,/game/adventure-time-finn-and-jake-investigations/
Adventure Time: Hey Ice King! Why'D You Steal Our Garbage?!!,DS,2012-11-13,WayForward,D3Publisher,Open-World Action,67.0,23.0,7.2,67.0,/game/adventure-time-hey-ice-king-whyd-you-steal-our/
Adventure Time: Pirates Of The Enchiridion,Xbox One,2018-07-17,Climax Studios,Outright Games,JRPG,62.0,13.0,6.2,38.0,/game/adventure-time-pirates-of-the-enchiridion/
Adventures Of Mana,PlayStation Vita,2016-06-28,MCF,Square Enix,Action RPG,66.0,18.0,8.1,25.0,/game/adventures-of-mana/
Adventures Of Pip,PC,2015-06-04,TicToc Games,TicToc Games,2D Platformer,74.0,10.0,7.0,8.0,/game/adventures-of-pip/
Adventures To Go!,PSP,2009-10-27,Global A,Natsume,RPG,58.0,7.0,7.3,10.0,/game/adventures-to-go/
Aedis Eclipse: Generation Of Chaos,PSP,2007-04-24,Idea Factory,NIS America,Turn-Based Strategy,62.0,20.0,5.7,9.0,/game/aedis-eclipse-generation-of-chaos/
Aegis Defenders,PC,2018-02-08,GUTS Department,Humble Games,Action RPG,74.0,23.0,7.1,25.0,/game/aegis-defenders/
Aegis Wing,Xbox 360,2007-05-16,Carbonated Games,Microsoft Game Studios,Horizontal Shoot-'Em-Up,58.0,7.0,6.4,26.0,/game/aegis-wing/
Aegis Of Earth: Protonovus Assault,PlayStation Vita,2016-03-15,Acquire,Aksys Games,Defense,57.0,11.0,6.5,12.0,/game/aegis-of-earth-protonovus-assault/
Aeon Drive,PC,2021-09-30,Critical Reflex,2Awesome Studio,2D Platformer,72.0,6.0,,,https://www.metacritic.com/game/aeon-drive
Aeon Flux,PlayStation 2,2005-11-17,Terminal Reality,Majesco,Action Adventure,69.0,27.0,,,/game/aeon-flux/
Aerea,PC,2017-06-30,Triangle Studios,Soedesco,Action RPG,46.0,10.0,4.5,16.0,/game/aerea/
Aerial Strike: The Yager Missions,PC,2005-02-04,Yager,DreamCatcher Interactive,Third Person Shooter,62.0,11.0,,,/game/aerial-strike-the-yager-missions/
Aerial_Knight'S Never Yield,PC,2021-05-19,Aerial_Knight,Headup Games,2D Platformer,65.0,11.0,,,/game/aerialknights-never-yield/
Aero Elite: Combat Academy,PlayStation 2,2003-03-10,Sega AM2,Sega,Aircraft Combat Sim,64.0,18.0,7.8,,/game/aero-elite-combat-academy/
Aero Porter,3DS,2012-11-29,Vivarium,Level 5,Action Puzzle,70.0,16.0,7.3,12.0,/game/aero-porter/
Aero The Acro-Bat,Game Boy Advance,2002-05-14,Atomic Planet Entertainment,Metro3D,2D Platformer,71.0,12.0,7.5,,/game/aero-the-acro-bat/
Aero-Cross,PlayStation 3,,Namco Bandai Games,Namco Bandai Games,Arcade Racing,,,,,https://www.metacritic.com/game/aero-cross
Aerowings 2: Air Strike,Dreamcast,2000-08-27,CRI,Crave,Aircraft Combat Sim,74.0,20.0,7.7,6.0,/game/aerowings-2-air-strike/
Aeterna Noctis,PC,2021-12-15,Aeternum Game Studios,Aeternum Game Studios,Metroidvania,72.0,17.0,8.0,43.0,/game/aeterna-noctis/
Aeternoblade,3DS,2014-02-18,Corecell Technology,Corecell Technology,2D Platformer,59.0,14.0,6.3,20.0,/game/aeternoblade/
Aeternoblade Ii,3DS,2019-10-11,Corecell Technology,Corecell Technology,Action Adventure,44.0,7.0,4.2,19.0,/game/aeternoblade-ii/
Affogato,PC,2023-08-17,Befun Studio,Spiral Up Games,JRPG,69.0,10.0,,,/game/affogato/
Affordable Space Adventures,Wii U,2015-04-09,KnapNok Games,KnapNok Games,Horizontal Shoot-'Em-Up,81.0,36.0,8.1,88.0,/game/affordable-space-adventures/
Afrika (2008),PlayStation 3,2009-10-06,Rhino Studios,Natsume,Virtual Career,63.0,12.0,5.3,18.0,/game/afrika-2008/
Afro Samurai,Xbox 360,2009-01-27,Namco Bandai Games,Namco Bandai Games,3D Beat-'Em-Up,65.0,70.0,5.5,42.0,/game/afro-samurai/
Afro Samurai 2: Revenge Of Kuma Volume One,PlayStation 4,2015-09-22,Versus Evil,Versus Evil,3D Beat-'Em-Up,21.0,15.0,3.0,64.0,/game/afro-samurai-2-revenge-of-kuma-volume-one/
After Burner Climax,PlayStation 3,2010-04-21,Sega AM2,Sega,Aircraft Combat Sim,72.0,31.0,8.7,1256.0,/game/after-burner-climax/
After Burner: Black Falcon,PSP,2007-03-20,Planet Moon Studios,Sega,Aircraft Combat Sim,73.0,30.0,6.6,10.0,/game/after-burner-black-falcon/
After Us,PlayStation 5,2023-05-23,Piccolo,Private Division,Action Adventure,65.0,38.0,5.9,32.0,/game/after-us/
After The Fall,PC,2021-12-09,Vertigo Games,Vertigo Games,FPS,76.0,20.0,6.6,15.0,/game/after-the-fall/
Aftercharge,PC,2019-01-10,Chainsawesome Games,Chainsawesome Games,Tactical FPS,69.0,9.0,5.5,8.0,/game/aftercharge/
Afterfall: Insanity,PlayStation 3,2011-11-25,Nicolas Intoxicate,Nicolas Intoxicate,Survival,50.0,20.0,5.9,153.0,/game/afterfall-insanity/
Afterimage,PC,2023-04-25,Aurogon Shanghai,Modus Games,Metroidvania,79.0,13.0,7.4,25.0,/game/afterimage/
Afterparty,PC,2019-10-29,Night School Studio,Night School Studio,Adventure,75.0,28.0,6.8,65.0,/game/afterparty/
Again: Interactive Crime Novel,DS,2010-04-02,Cing,Tecmo,Visual Novel,52.0,20.0,7.0,6.0,/game/again-interactive-crime-novel/
Against The Storm,PC,2023-12-08,Eremite Games,Hooded Horse,Management,91.0,20.0,8.2,108.0,/game/against-the-storm/
Agarest: Generations Of War,Nintendo Switch,2023-03-24,Ghostlight,Ghostlight,Turn-Based Tactics,,,,,https://www.metacritic.com/game/agarest-generations-of-war
Agatha Christie - Hercule Poirot: The London Case,PC,2023-08-29,Blazing Griffin,Microids,Point-and-Click,71.0,8.0,,,/game/agatha-christie-hercule-poirot-the-london-case/
Agatha Christie - Murder On The Orient Express,PlayStation 5,2023-10-19,Microids Studio Lyon,Microids,Third-Person Adventure,64.0,9.0,8.7,32.0,/game/agatha-christie-murder-on-the-orient-express/
Agatha Christie Dice,PlayStation 3,,Tradewest,Tradewest,Adventure,,,,,https://www.metacritic.com/game/agatha-christie-dice
Agatha Christie: And Then There Were None,PC,2005-10-30,AWE Games,The Adventure Company,Point-and-Click,68.0,28.0,7.3,15.0,/game/agatha-christie-and-then-there-were-none/
Agatha Christie: Evil Under The Sun,PC,2007-10-16,AWE Games,The Adventure Company,Third-Person Adventure,66.0,18.0,8.7,7.0,/game/agatha-christie-evil-under-the-sun/
Agatha Christie: Murder On The Orient Express (2006),PC,2006-11-21,AWE Games,DreamCatcher Interactive,Third-Person Adventure,60.0,22.0,6.5,13.0,/game/agatha-christie-murder-on-the-orient-express-2006/
Agatha Christie: The Abc Murders,Xbox One,2016-02-23,Artefacts Studio,Kalypso,Third-Person Adventure,67.0,17.0,6.3,38.0,/game/agatha-christie-the-abc-murders/
Agatha Christie: The Abc Murders (2009),DS,2009-11-09,Black Lantern Studios,DreamCatcher Interactive,Point-and-Click,53.0,11.0,6.0,5.0,/game/agatha-christie-the-abc-murders-2009/
Age Of Booty,Xbox 360,2008-10-15,Certain Affinity,Capcom,Real-Time Strategy,76.0,20.0,6.2,20.0,/game/age-of-booty/
Age Of Conan: Rise Of The Godslayer,PC,2010-05-11,Funcom,Funcom,MMORPG,83.0,14.0,7.5,46.0,/game/age-of-conan-rise-of-the-godslayer/
Age Of Conan: Unchained,Xbox 360,2008-05-20,Funcom,SCi,MMORPG,80.0,44.0,7.3,112.0,/game/age-of-conan-unchained/
Age Of Empires,PC,1997-09-30,Ensemble Studios,Microsoft Game Studios,Command RTS,83.0,9.0,8.2,441.0,/game/age-of-empires/
Age Of Empires Ii: Definitive Edition,PC,2019-11-14,Forgotten Empires LLC,Xbox Game Studios,Command RTS,84.0,34.0,8.8,413.0,/game/age-of-empires-ii-definitive-edition/
Age Of Empires Ii: Hd Edition,PC,2013-04-09,Hidden Path Entertainment,Hidden Path Entertainment,Command RTS,68.0,20.0,8.0,693.0,/game/age-of-empires-ii-hd-edition/
Age Of Empires Ii: The Age Of Kings,PlayStation 2,1999-09-30,Ensemble Studios,Microsoft Game Studios,Command RTS,92.0,21.0,9.0,1443.0,/game/age-of-empires-ii-the-age-of-kings/
Age Of Empires Ii: The Conquerors Expansion,PC,,Ensemble Studios,Microsoft Game Studios,Command RTS,88.0,21.0,,,/game/age-of-empires-ii-the-conquerors-expansion/
Age Of Empires Iii,PC,2005-10-18,Ensemble Studios,Microsoft Game Studios,Command RTS,81.0,52.0,8.0,710.0,/game/age-of-empires-iii/
Age Of Empires Iii: Definitive Edition,PC,2020-10-15,Tantalus,Xbox Game Studios,Command RTS,75.0,48.0,7.5,191.0,/game/age-of-empires-iii-definitive-edition/
